Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,Position,LapTimeSeconds,Season,GrandPrix
GAS,Alpine,61.0,0 days 00:01:20.407000,MEDIUM,60.0,2.0,10.0,80.407,2024,Monaco
GAS,Alpine,62.0,0 days 00:01:18.469000,MEDIUM,61.0,2.0,10.0,78.469,2024,Monaco
GAS,Alpine,63.0,0 days 00:01:19.155000,MEDIUM,62.0,2.0,10.0,79.155,2024,Monaco
GAS,Alpine,64.0,0 days 00:01:18.868000,MEDIUM,63.0,2.0,10.0,78.868,2024,Monaco
GAS,Alpine,65.0,0 days 00:01:19.220000,MEDIUM,64.0,2.0,10.0,79.22,2024,Monaco
GAS,Alpine,66.0,0 days 00:01:18.726000,MEDIUM,65.0,2.0,10.0,78.726,2024,Monaco
GAS,Alpine,67.0,0 days 00:01:18.624000,MEDIUM,66.0,2.0,10.0,78.624,2024,Monaco
GAS,Alpine,68.0,0 days 00:01:18.545000,MEDIUM,67.0,2.0,10.0,78.545,2024,Monaco
GAS,Alpine,69.0,0 days 00:01:18.363000,MEDIUM,68.0,2.0,10.0,78.363,2024,Monaco
GAS,Alpine,70.0,0 days 00:01:17.799000,MEDIUM,69.0,2.0,10.0,77.799,2024,Monaco
GAS,Alpine,71.0,0 days 00:01:18.140000,MEDIUM,70.0,2.0,10.0,78.14,2024,Monaco
GAS,Alpine,72.0,0 days 00:01:18.382000,MEDIUM,71.0,2.0,10.0,78.382,2024,Monaco
GAS,Alpine,73.0,0 days 00:01:17.992000,MEDIUM,72.0,2.0,10.0,77.992,2024,Monaco
GAS,Alpine,74.0,0 days 00:01:16.689000,MEDIUM,73.0,2.0,10.0,76.689,2024,Monaco
GAS,Alpine,75.0,0 days 00:01:18.120000,MEDIUM,74.0,2.0,10.0,78.12,2024,Monaco
GAS,Alpine,76.0,0 days 00:01:17.516000,MEDIUM,75.0,2.0,10.0,77.516,2024,Monaco
GAS,Alpine,77.0,0 days 00:01:15.625000,MEDIUM,76.0,2.0,10.0,75.625,2024,Monaco
ALO,Aston Martin,1.0,0 days 00:41:53.184000,HARD,2.0,1.0,13.0,2513.184,2024,Monaco
ALO,Aston Martin,2.0,0 days 00:02:04.571000,MEDIUM,2.0,2.0,13.0,124.571,2024,Monaco
ALO,Aston Martin,3.0,0 days 00:01:29.188000,MEDIUM,3.0,2.0,12.0,89.188,2024,Monaco
ALO,Aston Martin,4.0,0 days 00:01:23.736000,MEDIUM,4.0,2.0,12.0,83.736,2024,Monaco
ALO,Aston Martin,5.0,0 days 00:01:23.575000,MEDIUM,5.0,2.0,12.0,83.575,2024,Monaco
ALO,Aston Martin,6.0,0 days 00:01:22.711000,MEDIUM,6.0,2.0,12.0,82.711,2024,Monaco
ALO,Aston Martin,7.0,0 days 00:01:22.866000,MEDIUM,7.0,2.0,12.0,82.866,2024,Monaco
ALO,Aston Martin,8.0,0 days 00:01:22.284000,MEDIUM,8.0,2.0,12.0,82.284,2024,Monaco
ALO,Aston Martin,9.0,0 days 00:01:21.650000,MEDIUM,9.0,2.0,12.0,81.65,2024,Monaco
ALO,Aston Martin,10.0,0 days 00:01:21.864000,MEDIUM,10.0,2.0,12.0,81.864,2024,Monaco
ALO,Aston Martin,11.0,0 days 00:01:21.418000,MEDIUM,11.0,2.0,12.0,81.418,2024,Monaco
ALO,Aston Martin,12.0,0 days 00:01:21.366000,MEDIUM,12.0,2.0,12.0,81.366,2024,Monaco
ALO,Aston Martin,13.0,0 days 00:01:21.428000,MEDIUM,13.0,2.0,12.0,81.428,2024,Monaco
ALO,Aston Martin,14.0,0 days 00:01:21.392000,MEDIUM,14.0,2.0,12.0,81.392,2024,Monaco
ALO,Aston Martin,15.0,0 days 00:01:21.061000,MEDIUM,15.0,2.0,12.0,81.061,2024,Monaco
ALO,Aston Martin,16.0,0 days 00:01:21.318000,MEDIUM,16.0,2.0,12.0,81.318,2024,Monaco
ALO,Aston Martin,17.0,0 days 00:01:20.799000,MEDIUM,17.0,2.0,12.0,80.799,2024,Monaco
ALO,Aston Martin,18.0,0 days 00:01:21.075000,MEDIUM,18.0,2.0,12.0,81.075,2024,Monaco
ALO,Aston Martin,19.0,0 days 00:01:20.605000,MEDIUM,19.0,2.0,12.0,80.605,2024,Monaco
ALO,Aston Martin,20.0,0 days 00:01:21.110000,MEDIUM,20.0,2.0,12.0,81.11,2024,Monaco
ALO,Aston Martin,21.0,0 days 00:01:20.317000,MEDIUM,21.0,2.0,12.0,80.317,2024,Monaco
ALO,Aston Martin,22.0,0 days 00:01:21.037000,MEDIUM,22.0,2.0,12.0,81.037,2024,Monaco
ALO,Aston Martin,23.0,0 days 00:01:20.246000,MEDIUM,23.0,2.0,12.0,80.246,2024,Monaco
ALO,Aston Martin,24.0,0 days 00:01:21.413000,MEDIUM,24.0,2.0,12.0,81.413,2024,Monaco
ALO,Aston Martin,25.0,0 days 00:01:21.091000,MEDIUM,25.0,2.0,12.0,81.091,2024,Monaco
ALO,Aston Martin,26.0,0 days 00:01:20.858000,MEDIUM,26.0,2.0,12.0,80.858,2024,Monaco
ALO,Aston Martin,27.0,0 days 00:01:21.303000,MEDIUM,27.0,2.0,12.0,81.303,2024,Monaco
ALO,Aston Martin,28.0,0 days 00:01:21.544000,MEDIUM,28.0,2.0,12.0,81.544,2024,Monaco
ALO,Aston Martin,29.0,0 days 00:01:21.205000,MEDIUM,29.0,2.0,12.0,81.205,2024,Monaco
ALO,Aston Martin,30.0,0 days 00:01:21.034000,MEDIUM,30.0,2.0,12.0,81.034,2024,Monaco
ALO,Aston Martin,31.0,0 days 00:01:20.642000,MEDIUM,31.0,2.0,12.0,80.642,2024,Monaco
ALO,Aston Martin,32.0,0 days 00:01:21.010000,MEDIUM,32.0,2.0,12.0,81.01,2024,Monaco
ALO,Aston Martin,33.0,0 days 00:01:20.350000,MEDIUM,33.0,2.0,12.0,80.35,2024,Monaco
ALO,Aston Martin,34.0,0 days 00:01:20.877000,MEDIUM,34.0,2.0,12.0,80.877,2024,Monaco
ALO,Aston Martin,35.0,0 days 00:01:20.432000,MEDIUM,35.0,2.0,12.0,80.432,2024,Monaco
ALO,Aston Martin,36.0,0 days 00:01:21.128000,MEDIUM,36.0,2.0,12.0,81.128,2024,Monaco
ALO,Aston Martin,37.0,0 days 00:01:21.512000,MEDIUM,37.0,2.0,12.0,81.512,2024,Monaco
ALO,Aston Martin,38.0,0 days 00:01:21.082000,MEDIUM,38.0,2.0,12.0,81.082,2024,Monaco
ALO,Aston Martin,39.0,0 days 00:01:21.265000,MEDIUM,39.0,2.0,12.0,81.265,2024,Monaco
ALO,Aston Martin,40.0,0 days 00:01:20.755000,MEDIUM,40.0,2.0,12.0,80.755,2024,Monaco
ALO,Aston Martin,41.0,0 days 00:01:23.446000,MEDIUM,41.0,2.0,12.0,83.446,2024,Monaco
ALO,Aston Martin,42.0,0 days 00:01:23.332000,MEDIUM,42.0,2.0,12.0,83.332,2024,Monaco
ALO,Aston Martin,43.0,0 days 00:01:20.286000,MEDIUM,43.0,2.0,12.0,80.286,2024,Monaco
ALO,Aston Martin,44.0,0 days 00:01:18.852000,MEDIUM,44.0,2.0,12.0,78.852,2024,Monaco
ALO,Aston Martin,45.0,0 days 00:01:19.956000,MEDIUM,45.0,2.0,12.0,79.956,2024,Monaco
ALO,Aston Martin,46.0,0 days 00:01:18.928000,MEDIUM,46.0,2.0,12.0,78.928,2024,Monaco
ALO,Aston Martin,47.0,0 days 00:01:19.109000,MEDIUM,47.0,2.0,12.0,79.109,2024,Monaco
ALO,Aston Martin,48.0,0 days 00:01:20.315000,MEDIUM,48.0,2.0,11.0,80.315,2024,Monaco
ALO,Aston Martin,49.0,0 days 00:01:19.837000,MEDIUM,49.0,2.0,11.0,79.837,2024,Monaco
ALO,Aston Martin,50.0,0 days 00:01:19.334000,MEDIUM,50.0,2.0,11.0,79.334,2024,Monaco
ALO,Aston Martin,51.0,0 days 00:01:20.636000,MEDIUM,51.0,2.0,11.0,80.636,2024,Monaco
ALO,Aston Martin,52.0,0 days 00:01:23.377000,MEDIUM,52.0,2.0,11.0,83.377,2024,Monaco
ALO,Aston Martin,53.0,0 days 00:01:19.992000,MEDIUM,53.0,2.0,11.0,79.992,2024,Monaco
ALO,Aston Martin,54.0,0 days 00:01:19.191000,MEDIUM,54.0,2.0,11.0,79.191,2024,Monaco
ALO,Aston Martin,55.0,0 days 00:01:19.411000,MEDIUM,55.0,2.0,11.0,79.411,2024,Monaco
ALO,Aston Martin,56.0,0 days 00:01:20.739000,MEDIUM,56.0,2.0,11.0,80.739,2024,Monaco
ALO,Aston Martin,57.0,0 days 00:01:20.600000,MEDIUM,57.0,2.0,11.0,80.6,2024,Monaco
ALO,Aston Martin,58.0,0 days 00:01:19.229000,MEDIUM,58.0,2.0,11.0,79.229,2024,Monaco
ALO,Aston Martin,59.0,0 days 00:01:19.219000,MEDIUM,59.0,2.0,11.0,79.219,2024,Monaco
ALO,Aston Martin,60.0,0 days 00:01:19.166000,MEDIUM,60.0,2.0,11.0,79.166,2024,Monaco
ALO,Aston Martin,61.0,0 days 00:01:18.752000,MEDIUM,61.0,2.0,11.0,78.752,2024,Monaco
ALO,Aston Martin,62.0,0 days 00:01:18.816000,MEDIUM,62.0,2.0,11.0,78.816,2024,Monaco
ALO,Aston Martin,63.0,0 days 00:01:18.556000,MEDIUM,63.0,2.0,11.0,78.556,2024,Monaco
ALO,Aston Martin,64.0,0 days 00:01:18.736000,MEDIUM,64.0,2.0,11.0,78.736,2024,Monaco
ALO,Aston Martin,65.0,0 days 00:01:18.633000,MEDIUM,65.0,2.0,11.0,78.633,2024,Monaco
ALO,Aston Martin,66.0,0 days 00:01:18.637000,MEDIUM,66.0,2.0,11.0,78.637,2024,Monaco
ALO,Aston Martin,67.0,0 days 00:01:18.126000,MEDIUM,67.0,2.0,11.0,78.126,2024,Monaco
ALO,Aston Martin,68.0,0 days 00:01:17.939000,MEDIUM,68.0,2.0,11.0,77.939,2024,Monaco
ALO,Aston Martin,69.0,0 days 00:01:18.713000,MEDIUM,69.0,2.0,11.0,78.713,2024,Monaco
ALO,Aston Martin,70.0,0 days 00:01:18.473000,MEDIUM,70.0,2.0,11.0,78.473,2024,Monaco
ALO,Aston Martin,71.0,0 days 00:01:18.133000,MEDIUM,71.0,2.0,11.0,78.133,2024,Monaco
ALO,Aston Martin,72.0,0 days 00:01:18.081000,MEDIUM,72.0,2.0,11.0,78.081,2024,Monaco
ALO,Aston Martin,73.0,0 days 00:01:18.504000,MEDIUM,73.0,2.0,11.0,78.504,2024,Monaco
ALO,Aston Martin,74.0,0 days 00:01:20.336000,MEDIUM,74.0,2.0,11.0,80.336,2024,Monaco
ALO,Aston Martin,75.0,0 days 00:01:18.663000,MEDIUM,75.0,2.0,11.0,78.663,2024,Monaco
ALO,Aston Martin,76.0,0 days 00:01:19.053000,MEDIUM,76.0,2.0,11.0,79.053,2024,Monaco
RIC,RB,1.0,0 days 00:41:47.607000,MEDIUM,1.0,1.0,12.0,2507.607,2024,Monaco
RIC,RB,2.0,0 days 00:02:10.108000,HARD,2.0,2.0,12.0,130.108,2024,Monaco
RIC,RB,3.0,0 days 00:01:29.656000,HARD,3.0,2.0,13.0,89.656,2024,Monaco
RIC,RB,4.0,0 days 00:01:23.524000,HARD,4.0,2.0,13.0,83.524,2024,Monaco
RIC,RB,5.0,0 days 00:01:23.744000,HARD,5.0,2.0,13.0,83.744,2024,Monaco
RIC,RB,6.0,0 days 00:01:22.748000,HARD,6.0,2.0,13.0,82.748,2024,Monaco
RIC,RB,7.0,0 days 00:01:22.747000,HARD,7.0,2.0,13.0,82.747,2024,Monaco
RIC,RB,8.0,0 days 00:01:22.433000,HARD,8.0,2.0,13.0,82.433,2024,Monaco
RIC,RB,9.0,0 days 00:01:21.528000,HARD,9.0,2.0,13.0,81.528,2024,Monaco
RIC,RB,10.0,0 days 00:01:21.976000,HARD,10.0,2.0,13.0,81.976,2024,Monaco
RIC,RB,11.0,0 days 00:01:21.530000,HARD,11.0,2.0,13.0,81.53,2024,Monaco
RIC,RB,12.0,0 days 00:01:21.277000,HARD,12.0,2.0,13.0,81.277,2024,Monaco
RIC,RB,13.0,0 days 00:01:21.416000,HARD,13.0,2.0,13.0,81.416,2024,Monaco
RIC,RB,14.0,0 days 00:01:21.391000,HARD,14.0,2.0,13.0,81.391,2024,Monaco
RIC,RB,15.0,0 days 00:01:21.177000,HARD,15.0,2.0,13.0,81.177,2024,Monaco
RIC,RB,16.0,0 days 00:01:21.125000,HARD,16.0,2.0,13.0,81.125,2024,Monaco
RIC,RB,17.0,0 days 00:01:20.862000,HARD,17.0,2.0,13.0,80.862,2024,Monaco
RIC,RB,18.0,0 days 00:01:21.108000,HARD,18.0,2.0,13.0,81.108,2024,Monaco
RIC,RB,19.0,0 days 00:01:21.310000,HARD,19.0,2.0,13.0,81.31,2024,Monaco
RIC,RB,20.0,0 days 00:01:20.942000,HARD,20.0,2.0,13.0,80.942,2024,Monaco
RIC,RB,21.0,0 days 00:01:20.817000,HARD,21.0,2.0,13.0,80.817,2024,Monaco
RIC,RB,22.0,0 days 00:01:20.849000,HARD,22.0,2.0,13.0,80.849,2024,Monaco
RIC,RB,23.0,0 days 00:01:20.662000,HARD,23.0,2.0,13.0,80.662,2024,Monaco
RIC,RB,24.0,0 days 00:01:20.348000,HARD,24.0,2.0,13.0,80.348,2024,Monaco
RIC,RB,25.0,0 days 00:01:21.029000,HARD,25.0,2.0,13.0,81.029,2024,Monaco
RIC,RB,26.0,0 days 00:01:20.691000,HARD,26.0,2.0,13.0,80.691,2024,Monaco
RIC,RB,27.0,0 days 00:01:21.365000,HARD,27.0,2.0,13.0,81.365,2024,Monaco
RIC,RB,28.0,0 days 00:01:21.566000,HARD,28.0,2.0,13.0,81.566,2024,Monaco
RIC,RB,29.0,0 days 00:01:21.265000,HARD,29.0,2.0,13.0,81.265,2024,Monaco
RIC,RB,30.0,0 days 00:01:20.900000,HARD,30.0,2.0,13.0,80.9,2024,Monaco
RIC,RB,31.0,0 days 00:01:20.703000,HARD,31.0,2.0,13.0,80.703,2024,Monaco
RIC,RB,32.0,0 days 00:01:20.940000,HARD,32.0,2.0,13.0,80.94,2024,Monaco
RIC,RB,33.0,0 days 00:01:20.395000,HARD,33.0,2.0,13.0,80.395,2024,Monaco
RIC,RB,34.0,0 days 00:01:20.840000,HARD,34.0,2.0,13.0,80.84,2024,Monaco
RIC,RB,35.0,0 days 00:01:20.540000,HARD,35.0,2.0,13.0,80.54,2024,Monaco
RIC,RB,36.0,0 days 00:01:21.126000,HARD,36.0,2.0,13.0,81.126,2024,Monaco
RIC,RB,37.0,0 days 00:01:21.358000,HARD,37.0,2.0,13.0,81.358,2024,Monaco
RIC,RB,38.0,0 days 00:01:21.099000,HARD,38.0,2.0,13.0,81.099,2024,Monaco
RIC,RB,39.0,0 days 00:01:21.255000,HARD,39.0,2.0,13.0,81.255,2024,Monaco
RIC,RB,40.0,0 days 00:01:20.870000,HARD,40.0,2.0,13.0,80.87,2024,Monaco
RIC,RB,41.0,0 days 00:01:25.218000,HARD,41.0,2.0,13.0,85.218,2024,Monaco
RIC,RB,42.0,0 days 00:01:21.527000,HARD,42.0,2.0,13.0,81.527,2024,Monaco
RIC,RB,43.0,0 days 00:01:21.053000,HARD,43.0,2.0,13.0,81.053,2024,Monaco
RIC,RB,44.0,0 days 00:01:18.003000,HARD,44.0,2.0,13.0,78.003,2024,Monaco
RIC,RB,45.0,0 days 00:01:21.761000,HARD,45.0,2.0,13.0,81.761,2024,Monaco
RIC,RB,46.0,0 days 00:01:17.172000,HARD,46.0,2.0,13.0,77.172,2024,Monaco
RIC,RB,47.0,0 days 00:01:21.071000,HARD,47.0,2.0,13.0,81.071,2024,Monaco
RIC,RB,48.0,0 days 00:01:18.282000,HARD,48.0,2.0,12.0,78.282,2024,Monaco
RIC,RB,49.0,0 days 00:01:19.837000,HARD,49.0,2.0,12.0,79.837,2024,Monaco
RIC,RB,50.0,0 days 00:01:19.796000,HARD,50.0,2.0,12.0,79.796,2024,Monaco
RIC,RB,51.0,0 days 00:01:22.683000,HARD,51.0,2.0,12.0,82.683,2024,Monaco
RIC,RB,52.0,0 days 00:01:20.696000,HARD,52.0,2.0,12.0,80.696,2024,Monaco
RIC,RB,53.0,0 days 00:01:20.079000,HARD,53.0,2.0,12.0,80.079,2024,Monaco
RIC,RB,54.0,0 days 00:01:19.176000,HARD,54.0,2.0,12.0,79.176,2024,Monaco
RIC,RB,55.0,0 days 00:01:19.457000,HARD,55.0,2.0,12.0,79.457,2024,Monaco
RIC,RB,56.0,0 days 00:01:22.007000,HARD,56.0,2.0,12.0,82.007,2024,Monaco
RIC,RB,57.0,0 days 00:01:19.672000,HARD,57.0,2.0,12.0,79.672,2024,Monaco
RIC,RB,58.0,0 days 00:01:19.119000,HARD,58.0,2.0,12.0,79.119,2024,Monaco
RIC,RB,59.0,0 days 00:01:18.936000,HARD,59.0,2.0,12.0,78.936,2024,Monaco
RIC,RB,60.0,0 days 00:01:19.230000,HARD,60.0,2.0,12.0,79.23,2024,Monaco
RIC,RB,61.0,0 days 00:01:18.771000,HARD,61.0,2.0,12.0,78.771,2024,Monaco
RIC,RB,62.0,0 days 00:01:18.977000,HARD,62.0,2.0,12.0,78.977,2024,Monaco
RIC,RB,63.0,0 days 00:01:18.805000,HARD,63.0,2.0,12.0,78.805,2024,Monaco
RIC,RB,64.0,0 days 00:01:18.637000,HARD,64.0,2.0,12.0,78.637,2024,Monaco
RIC,RB,65.0,0 days 00:01:18.730000,HARD,65.0,2.0,12.0,78.73,2024,Monaco
RIC,RB,66.0,0 days 00:01:18.248000,HARD,66.0,2.0,12.0,78.248,2024,Monaco
RIC,RB,67.0,0 days 00:01:18.219000,HARD,67.0,2.0,12.0,78.219,2024,Monaco
RIC,RB,68.0,0 days 00:01:18.116000,HARD,68.0,2.0,12.0,78.116,2024,Monaco
RIC,RB,69.0,0 days 00:01:18.386000,HARD,69.0,2.0,12.0,78.386,2024,Monaco
RIC,RB,70.0,0 days 00:01:18.706000,HARD,70.0,2.0,12.0,78.706,2024,Monaco
RIC,RB,71.0,0 days 00:01:18.108000,HARD,71.0,2.0,12.0,78.108,2024,Monaco
RIC,RB,72.0,0 days 00:01:18.068000,HARD,72.0,2.0,12.0,78.068,2024,Monaco
RIC,RB,73.0,0 days 00:01:18.512000,HARD,73.0,2.0,12.0,78.512,2024,Monaco
RIC,RB,74.0,0 days 00:01:20.358000,HARD,74.0,2.0,12.0,80.358,2024,Monaco
RIC,RB,75.0,0 days 00:01:18.645000,HARD,75.0,2.0,12.0,78.645,2024,Monaco
RIC,RB,76.0,0 days 00:01:18.930000,HARD,76.0,2.0,12.0,78.93,2024,Monaco
BOT,Kick Sauber,1.0,0 days 00:42:01.748000,HARD,1.0,1.0,15.0,2521.748,2024,Monaco
BOT,Kick Sauber,2.0,0 days 00:01:56.358000,MEDIUM,1.0,2.0,15.0,116.358,2024,Monaco
BOT,Kick Sauber,3.0,0 days 00:01:29.743000,MEDIUM,2.0,2.0,14.0,89.743,2024,Monaco
BOT,Kick Sauber,4.0,0 days 00:01:23.386000,MEDIUM,3.0,2.0,14.0,83.386,2024,Monaco
BOT,Kick Sauber,5.0,0 days 00:01:23.636000,MEDIUM,4.0,2.0,14.0,83.636,2024,Monaco
BOT,Kick Sauber,6.0,0 days 00:01:22.868000,MEDIUM,5.0,2.0,14.0,82.868,2024,Monaco
BOT,Kick Sauber,7.0,0 days 00:01:22.832000,MEDIUM,6.0,2.0,14.0,82.832,2024,Monaco
BOT,Kick Sauber,8.0,0 days 00:01:22.249000,MEDIUM,7.0,2.0,14.0,82.249,2024,Monaco
BOT,Kick Sauber,9.0,0 days 00:01:21.715000,MEDIUM,8.0,2.0,14.0,81.715,2024,Monaco
BOT,Kick Sauber,10.0,0 days 00:01:21.947000,MEDIUM,9.0,2.0,14.0,81.947,2024,Monaco
BOT,Kick Sauber,11.0,0 days 00:01:21.547000,MEDIUM,10.0,2.0,14.0,81.547,2024,Monaco
BOT,Kick Sauber,12.0,0 days 00:01:21.328000,MEDIUM,11.0,2.0,14.0,81.328,2024,Monaco
BOT,Kick Sauber,13.0,0 days 00:01:21.540000,MEDIUM,12.0,2.0,14.0,81.54,2024,Monaco
BOT,Kick Sauber,14.0,0 days 00:01:21.221000,MEDIUM,13.0,2.0,14.0,81.221,2024,Monaco
BOT,Kick Sauber,15.0,0 days 00:01:37.899000,MEDIUM,14.0,2.0,16.0,97.899,2024,Monaco
BOT,Kick Sauber,16.0,0 days 00:01:20.012000,HARD,2.0,3.0,16.0,80.012,2024,Monaco
BOT,Kick Sauber,17.0,0 days 00:01:16.561000,HARD,3.0,3.0,16.0,76.561,2024,Monaco
BOT,Kick Sauber,18.0,0 days 00:01:16.567000,HARD,4.0,3.0,16.0,76.567,2024,Monaco
BOT,Kick Sauber,19.0,0 days 00:01:17.829000,HARD,5.0,3.0,16.0,77.829,2024,Monaco
BOT,Kick Sauber,20.0,0 days 00:01:19.124000,HARD,6.0,3.0,16.0,79.124,2024,Monaco
BOT,Kick Sauber,21.0,0 days 00:01:20.462000,HARD,7.0,3.0,16.0,80.462,2024,Monaco
BOT,Kick Sauber,22.0,0 days 00:01:21.022000,HARD,8.0,3.0,16.0,81.022,2024,Monaco
BOT,Kick Sauber,23.0,0 days 00:01:20.750000,HARD,9.0,3.0,16.0,80.75,2024,Monaco
BOT,Kick Sauber,24.0,0 days 00:01:20.564000,HARD,10.0,3.0,16.0,80.564,2024,Monaco
BOT,Kick Sauber,25.0,0 days 00:01:20.783000,HARD,11.0,3.0,16.0,80.783,2024,Monaco
BOT,Kick Sauber,26.0,0 days 00:01:20.851000,HARD,12.0,3.0,16.0,80.851,2024,Monaco
BOT,Kick Sauber,27.0,0 days 00:01:21.370000,HARD,13.0,3.0,16.0,81.37,2024,Monaco
BOT,Kick Sauber,28.0,0 days 00:01:21.765000,HARD,14.0,3.0,16.0,81.765,2024,Monaco
BOT,Kick Sauber,29.0,0 days 00:01:20.857000,HARD,15.0,3.0,16.0,80.857,2024,Monaco
BOT,Kick Sauber,30.0,0 days 00:01:21.470000,HARD,16.0,3.0,16.0,81.47,2024,Monaco
BOT,Kick Sauber,31.0,0 days 00:01:20.752000,HARD,17.0,3.0,16.0,80.752,2024,Monaco
BOT,Kick Sauber,32.0,0 days 00:01:20.658000,HARD,18.0,3.0,16.0,80.658,2024,Monaco
BOT,Kick Sauber,33.0,0 days 00:01:20.525000,HARD,19.0,3.0,16.0,80.525,2024,Monaco
BOT,Kick Sauber,34.0,0 days 00:01:20.903000,HARD,20.0,3.0,16.0,80.903,2024,Monaco
BOT,Kick Sauber,35.0,0 days 00:01:20.254000,HARD,21.0,3.0,16.0,80.254,2024,Monaco
BOT,Kick Sauber,36.0,0 days 00:01:21.196000,HARD,22.0,3.0,16.0,81.196,2024,Monaco
BOT,Kick Sauber,37.0,0 days 00:01:21.386000,HARD,23.0,3.0,16.0,81.386,2024,Monaco
BOT,Kick Sauber,38.0,0 days 00:01:20.948000,HARD,24.0,3.0,16.0,80.948,2024,Monaco
BOT,Kick Sauber,39.0,0 days 00:01:23.172000,HARD,25.0,3.0,16.0,83.172,2024,Monaco
BOT,Kick Sauber,40.0,0 days 00:01:23.591000,HARD,26.0,3.0,16.0,83.591,2024,Monaco
BOT,Kick Sauber,41.0,0 days 00:01:20.230000,HARD,27.0,3.0,16.0,80.23,2024,Monaco
BOT,Kick Sauber,42.0,0 days 00:01:22.109000,HARD,28.0,3.0,16.0,82.109,2024,Monaco
BOT,Kick Sauber,43.0,0 days 00:01:20.912000,HARD,29.0,3.0,16.0,80.912,2024,Monaco
BOT,Kick Sauber,44.0,0 days 00:01:19.772000,HARD,30.0,3.0,16.0,79.772,2024,Monaco
BOT,Kick Sauber,45.0,0 days 00:01:20.043000,HARD,31.0,3.0,16.0,80.043,2024,Monaco
BOT,Kick Sauber,46.0,0 days 00:01:20.417000,HARD,32.0,3.0,16.0,80.417,2024,Monaco
BOT,Kick Sauber,47.0,0 days 00:01:22.969000,HARD,33.0,3.0,16.0,82.969,2024,Monaco
BOT,Kick Sauber,48.0,0 days 00:01:20.562000,HARD,34.0,3.0,15.0,80.562,2024,Monaco
BOT,Kick Sauber,49.0,0 days 00:01:20.818000,HARD,35.0,3.0,15.0,80.818,2024,Monaco
BOT,Kick Sauber,50.0,0 days 00:01:20.239000,HARD,36.0,3.0,14.0,80.239,2024,Monaco
BOT,Kick Sauber,51.0,0 days 00:01:17.205000,HARD,37.0,3.0,13.0,77.205,2024,Monaco
BOT,Kick Sauber,52.0,0 days 00:01:17.202000,HARD,38.0,3.0,13.0,77.202,2024,Monaco
BOT,Kick Sauber,53.0,0 days 00:01:18.456000,HARD,39.0,3.0,13.0,78.456,2024,Monaco
BOT,Kick Sauber,54.0,0 days 00:01:19.403000,HARD,40.0,3.0,13.0,79.403,2024,Monaco
BOT,Kick Sauber,55.0,0 days 00:01:20.375000,HARD,41.0,3.0,13.0,80.375,2024,Monaco
BOT,Kick Sauber,56.0,0 days 00:01:21.657000,HARD,42.0,3.0,13.0,81.657,2024,Monaco
BOT,Kick Sauber,57.0,0 days 00:01:18.994000,HARD,43.0,3.0,13.0,78.994,2024,Monaco
BOT,Kick Sauber,58.0,0 days 00:01:19.280000,HARD,44.0,3.0,13.0,79.28,2024,Monaco
BOT,Kick Sauber,59.0,0 days 00:01:18.999000,HARD,45.0,3.0,13.0,78.999,2024,Monaco
BOT,Kick Sauber,60.0,0 days 00:01:19.069000,HARD,46.0,3.0,13.0,79.069,2024,Monaco
BOT,Kick Sauber,61.0,0 days 00:01:18.623000,HARD,47.0,3.0,13.0,78.623,2024,Monaco
BOT,Kick Sauber,62.0,0 days 00:01:18.964000,HARD,48.0,3.0,13.0,78.964,2024,Monaco
BOT,Kick Sauber,63.0,0 days 00:01:19.024000,HARD,49.0,3.0,13.0,79.024,2024,Monaco
BOT,Kick Sauber,64.0,0 days 00:01:18.531000,HARD,50.0,3.0,13.0,78.531,2024,Monaco
BOT,Kick Sauber,65.0,0 days 00:01:18.642000,HARD,51.0,3.0,13.0,78.642,2024,Monaco
BOT,Kick Sauber,66.0,0 days 00:01:18.383000,HARD,52.0,3.0,13.0,78.383,2024,Monaco
BOT,Kick Sauber,67.0,0 days 00:01:18.467000,HARD,53.0,3.0,13.0,78.467,2024,Monaco
BOT,Kick Sauber,68.0,0 days 00:01:18.052000,HARD,54.0,3.0,13.0,78.052,2024,Monaco
BOT,Kick Sauber,69.0,0 days 00:01:18.088000,HARD,55.0,3.0,13.0,78.088,2024,Monaco
BOT,Kick Sauber,70.0,0 days 00:01:18.778000,HARD,56.0,3.0,13.0,78.778,2024,Monaco
BOT,Kick Sauber,71.0,0 days 00:01:18.104000,HARD,57.0,3.0,13.0,78.104,2024,Monaco
BOT,Kick Sauber,72.0,0 days 00:01:18.347000,HARD,58.0,3.0,13.0,78.347,2024,Monaco
BOT,Kick Sauber,73.0,0 days 00:01:20.068000,HARD,59.0,3.0,13.0,80.068,2024,Monaco
BOT,Kick Sauber,74.0,0 days 00:01:18.318000,HARD,60.0,3.0,13.0,78.318,2024,Monaco
BOT,Kick Sauber,75.0,0 days 00:01:18.779000,HARD,61.0,3.0,13.0,78.779,2024,Monaco
BOT,Kick Sauber,76.0,0 days 00:01:18.774000,HARD,62.0,3.0,13.0,78.774,2024,Monaco
STR,Aston Martin,1.0,0 days 00:41:42.648000,HARD,2.0,1.0,11.0,2502.648,2024,Monaco
STR,Aston Martin,2.0,0 days 00:02:14.844000,MEDIUM,2.0,2.0,11.0,134.844,2024,Monaco
